id,prediction
357,0.00052298926
358,0.17704828
359,0.9999881
360,0.5782045
361,0.00060905825
362,0.00075971836
363,0.21610996
364,0.9999957
365,0.6458941
366,0.9999957
367,0.43675777
368,0.0007014026
369,0.99999535
370,0.99999714
371,0.99999917
372,0.99999917
373,0.0006025453
374,0.35042667
375,0.6404344
376,0.36920977
377,0.00067595043
378,0.25223932
379,0.44366798
380,0.00066031876
381,0.99999714
382,0.99998903
383,0.00077468646
384,0.57923216
385,0.2857217
386,0.17347261
387,0.2922693
388,0.41334012
389,0.6176951
390,0.42974707
391,0.31801862
392,0.0011694189
393,0.57026094
394,0.57923216
395,0.1732257
396,0.4283531
397,0.57923216
398,0.99999535
399,0.0006025453
400,0.5782045
401,0.99999964
402,0.2957599
403,0.00059838063
404,0.39379907
405,0.9999945
406,0.6496715
407,0.14268629
408,0.19482519
409,0.3625008
410,0.99999964
411,0.00050620054
412,0.097228445
413,0.9999993
414,0.576239
415,0.57130855
416,0.5782045
417,0.99999535
418,0.69098896
419,0.28938967
420,0.9999956
421,0.9999993
422,0.9999993
423,0.6909775
424,0.99999917
425,0.1335445
426,0.57631606
427,0.99999917
428,0.9999993
429,0.75130147
430,0.57026094
431,0.097228445
432,0.99999917
433,0.99999964
434,0.576208
435,0.03835336
436,0.0005125964
437,0.19482519
438,0.9999993
439,0.42774075
440,0.21445817
441,0.5782045
442,0.1298295
443,0.9999993
444,0.4556147
445,0.99999726
446,0.16340248
447,0.9999993
448,0.00046725103
449,0.24737804
450,0.65221614
451,0.349522
452,0.9999881
453,0.00066159305
454,0.32636172
455,0.00050227327
456,0.23596805
457,0.9999957
458,0.9999993
459,0.00050620054
460,0.9999958
461,0.99999547
462,0.3499878
463,0.28938967
464,0.9999993
465,0.999995
466,0.9999993
467,0.9999957
468,0.0005760734
469,0.0006929543
470,0.17169918
471,0.0007159506
472,0.45263278
473,0.9999957
474,0.39379907
475,0.9999975
476,0.9999993
477,0.13785607
478,0.99999523
479,0.99999917
480,0.68979126
481,0.49155468
482,3.06139e-05
483,0.00076728844
484,0.9999993
485,0.99999535
486,0.57923216
487,0.0007319085
488,0.0005623002
489,0.12626031
490,0.46398517
491,0.9999975
492,0.67635846
493,0.0007137821
494,0.35042667
495,0.0010796881
496,0.0005393295
497,0.9999957
498,0.24091823
499,0.7130125
500,0.40153563
501,0.65221614
502,0.21286878
503,0.22772819
504,0.9999993
505,0.57923216
506,0.4908441
507,0.35033488
508,0.30174854
509,0.0008083612
510,0.436084
511,0.27732196
512,0.9999993
513,0.9999993
514,0.5782045
515,0.35042667
516,0.99999547
517,0.39581785
518,0.9999956
519,0.5782045
520,0.9999993
521,0.99999547
522,0.99999964
523,0.1706189
524,0.65221614
525,0.12330703
526,0.99999523
527,0.7549295
528,0.57923216
529,0.9999993
530,0.9999956
531,0.26878253
532,0.0005659744
533,0.5268306
534,0.0007427772
535,0.62679386
536,0.9999958
537,0.6631603
538,0.0006372544
539,0.6909775
540,0.9999993
541,0.9999957
542,0.9999951
543,0.5109341
544,0.57621706
545,0.5781157
546,0.4939414
547,0.35042667
548,0.65221614
549,0.34306723
550,0.9999975
551,0.436084
552,0.37767842
553,0.49155468
554,0.0005496361
555,0.9999993
556,0.28938967
557,0.5782045
558,0.9999993
559,0.21107133
560,0.99999547
561,0.35042667
562,0.48867804
563,0.00054368185
564,0.26586276
565,0.99999917
566,0.0008546351
567,0.99999917
568,0.9999951
569,0.6914707
570,0.00050227327
571,0.9999993
572,0.0005916751
573,0.58316356
574,0.0006668142
575,0.35042667
576,0.0005489537
577,0.9999993
578,0.65221614
579,0.24373944
580,0.57778376
581,0.9999993
582,0.9999993
583,0.14402398
584,0.0008085392
585,0.51071244
586,0.7219164
587,0.50307864
588,0.00044134655
589,0.436084
590,0.119300514
591,0.9999958
592,0.9999958
593,0.99999917
594,0.9999993
595,0.2899875
596,0.9999993
597,0.999995
598,3.0627565e-05
599,0.00050227327
600,0.9999993
601,0.21107133
602,0.99999714
603,0.00046449061
604,0.16340248
605,0.9999993
606,0.9999975
607,0.999995
608,0.9999958
609,0.99999917
610,0.4047542
611,0.26706186
612,0.99999917
613,0.0008085392
614,0.0377961
615,0.57923216
616,0.9999951
617,0.0007137821
618,0.5363288
619,0.0007319085
620,0.0005453718
621,0.30904004
622,0.267266
623,0.436084
624,0.32820442
625,3.1217387e-05
626,0.9999993
627,0.65221614
628,0.99999726
629,0.0007578113
630,0.09500961
631,0.22538733
632,0.0007137821
633,0.49068674
634,0.9999957
635,0.22772819
636,0.99999964
637,0.17311472
638,0.57495606
639,0.9999957
640,0.9999993
641,0.9999993
642,0.0007014026
643,0.00055389036
644,0.0006794445
645,0.9999958
646,0.10935367
647,0.999995
648,0.2795876
649,0.3739549
650,0.35042667
651,0.9999993
652,0.99999726
653,0.99999917
654,0.5782045
655,0.33924893
656,0.47866973
657,0.0006862156
658,0.00082001893
659,0.35042667
660,0.34572834
661,0.9999993
662,0.28938967
663,0.0007137821
664,0.9999956
665,0.0006683805
666,0.9999993
667,0.99999917
668,0.000575249
669,0.00081695995
670,0.22772819
671,0.00055818696
672,0.5806748
673,0.0008017023
674,0.11425013
675,0.9999993
676,0.0007333097
677,0.99999917
678,0.6458941
679,0.9999957
680,0.00056162704
681,0.40967014
682,0.0005351451
683,0.9999974
684,0.99999714
685,0.3500198
686,0.9999993
687,0.99999917
688,0.5782045
689,0.9999993
690,0.0007647594
691,0.00054469483
692,0.999995
693,0.9999993
694,0.28938967
695,0.00077031454
696,0.00059175486
697,0.00042113467
698,0.35042667
699,0.9999993
700,0.58346206
701,0.9999957
702,0.52304333
703,0.57923216
704,0.49155468
705,2.6453987e-05
706,0.0005411031
707,0.5782045
708,0.26468873
709,0.0007137821
710,0.99999917
711,0.5782045
712,0.9999957
713,0.99999917
714,0.22772819
715,0.45177475
716,0.5782045
717,0.5744352
718,0.00072410214
719,0.436084
720,0.9999957
721,0.48616058
722,0.30554664
723,0.999995
724,0.24549104
725,0.99999917
726,0.0008450602
727,0.00060981506
728,0.9999993
729,0.5296122
730,0.2239457
731,0.1644142
732,0.6458941
733,0.9999957
734,0.5738311
735,0.17116147
736,0.9999993
737,0.0005926182
738,0.99999917
739,0.0005623002
740,0.35042667
741,0.49155468
742,0.48603287
743,0.43291622
