id,prediction
669,3.8213802e-05
670,0.6526051
671,0.0021120359
672,0.9893468
673,4.4313005e-05
674,0.50888073
675,0.9999995
676,0.0013229059
677,0.99999833
678,0.98863345
679,0.9999989
680,0.0037010198
681,0.99722797
682,0.022417247
683,0.9999887
684,0.99994826
685,0.99280035
686,1.0
687,0.99999714
688,0.97633743
689,0.99999774
690,0.017727505
691,0.009751443
692,0.99998045
693,0.9999999
694,0.97550833
695,7.209858e-05
696,0.0074951886
697,0.004826052
698,0.91915506
699,0.999992
700,0.99590105
701,0.9999776
702,0.58554053
703,0.9977469
704,0.8475962
705,0.0010636841
706,0.0021227903
707,0.9907442
708,0.95675546
709,0.00043941799
710,0.9999924
711,0.9794505
712,0.9999602
713,0.9999994
714,0.22913843
715,0.9919701
716,0.99573874
717,0.99079025
718,0.0021078247
719,0.83746636
720,0.999997
721,0.93964684
722,0.7325594
723,0.99998283
724,0.8556961
725,0.99999976
726,0.0017654703
727,0.0007386295
728,1.0
729,0.9976077
730,0.95485365
731,0.5718591
732,0.98352444
733,0.9999478
734,0.9994271
735,0.8289933
736,0.9999999
737,0.020067023
738,0.9999751
739,0.009655668
740,0.9535848
741,0.99959975
742,0.9957831
743,0.97973526
